Id,Label,type,date,season,formats,medium,location,coverage,logo,teamsize,NodeType
nationals-spain-2018,Nationals Spain 2018,Nationals - Spain,"September 8-9, 2018",2017-18,Standard;Booster Draft,Tabletop,"Sevilla, Spain",,,1,Event
nationals-turkey-2018,Nationals Turkey 2018,Nationals - Turkey,"September 8-9, 2018",2017-18,Standard;Booster Draft,Tabletop,"Istanbul, Turkey",,,1,Event
nationals-venezuela-2018,Nationals Venezuela 2018,Nationals - Venezuela,"September 8-9, 2018",2017-18,Standard;Booster Draft,Tabletop,"Caracas, Venezuela",,,1,Event
grand-prix-richmond-standard-2018,Grand Prix Richmond - Standard 2018,Grand Prix,"September 1-2, 2018",2017-18,Standard,Tabletop,"Richmond, Virginia, United States",https://magic.wizards.com/en/events/coverage/gpric18-standard,,1,Event
grand-prix-richmond-legacy-2018,Grand Prix Richmond - Legacy 2018,Grand Prix,"August 31-September 1, 2018",2017-18,Legacy,Tabletop,"Richmond, Virginia, United States",https://magic.wizards.com/en/events/coverage/gpric18-legacy,,1,Event
grand-prix-prague-2018,Grand Prix Prague 2018,Grand Prix,"August 25-26, 2018",2017-18,Modern,Tabletop,"Prague, Czech Republic",https://magic.wizards.com/en/events/coverage/gppra18,,1,Event
eternal-championships-legacy-asia-2018,Asia Legacy Championships 2018,Eternal Championships - Legacy,"August 19, 2018",2018,Legacy,Tabletop,Japan,https://mtgtop8.com/event?e=19908&f=LE,,1,Event
eternal-championships-vintage-asia-2018,Asia Vintage Championships 2018,Eternal Championships - Vintage,"August 18-19, 2018",2018,Vintage,Tabletop,"Yokohama, Japan",https://mtgdecks.net/Vintage/ew-asia-2018-vintage-yokohama-tournament-52465,,1,Event
grand-prix-los-angeles-2018,Grand Prix Los Angeles 2018,Grand Prix,"August 18-19, 2018",2017-18,Standard,Tabletop,"Los Angeles, California, United States",https://magic.wizards.com/en/events/coverage/gpla18,,1,Event
grand-prix-providence-2018,Grand Prix Providence 2018,Grand Prix,"August 18-19, 2018",2017-18,Standard,Tabletop,"Providence, Rhode Island, United States",https://magic.wizards.com/en/events/coverage/gppro18,,1,Event
nationals-argentina-2018,Nationals Argentina 2018,Nationals - Argentina,"August 18-19, 2018",2017-18,Standard;Booster Draft,Tabletop,"Buenos Aires, Argentina",,,1,Event
nationals-czech-republic-2018,Nationals Czech Republic 2018,Nationals - Czech Republic,"August 18-19, 2018",2017-18,Standard;Booster Draft,Tabletop,"Prague, Czech Republic",,,1,Event
nationals-denmark-2018,Nationals Denmark 2018,Nationals - Denmark,"August 18-19, 2018",2017-18,Standard;Booster Draft,Tabletop,"Copenhagen, Denmark",,,1,Event
nationals-england-2018,Nationals England 2018,Nationals - United Kingdom,"August 18-19, 2018",2017-18,Standard;Booster Draft,Tabletop,"Watford, United Kingdom",,,1,Event
nationals-germany-2018,Nationals Germany 2018,Nationals - Germany,"August 18-19, 2018",2017-18,Standard;Booster Draft,Tabletop,"Marl, Germany",https://www.trader-online.de/magic_nationals/magic-nationals-deutschland/,,1,Event
nationals-guatemala-2018,Nationals Guatemala 2018,Nationals - Guatemala,"August 18-19, 2018",2017-18,Standard;Booster Draft,Tabletop,"Guatemala City, Guatemala",,,1,Event
nationals-honduras-2018,Nationals Honduras 2018,Nationals - Honduras,"August 18-19, 2018",2017-18,Standard;Booster Draft,Tabletop,"Tegucigalpa, Honduras",,,1,Event
nationals-israel-2018,Nationals Israel 2018,Nationals - Israel,"August 18-19, 2018",2017-18,Standard;Booster Draft,Tabletop,"Tel Aviv, Israel",,,1,Event
nationals-latvia-2018,Nationals Latvia 2018,Nationals - Latvia,"August 18-19, 2018",2017-18,Standard;Booster Draft,Tabletop,"Riga, Latvia",,,1,Event
nationals-malaysia-2018,Nationals Malaysia 2018,Nationals - Malaysia,"August 18-19, 2018",2017-18,Standard;Booster Draft,Tabletop,"Petaling Jaya, Malaysia",,,1,Event
nationals-malta-2018,Nationals Malta 2018,Nationals - Malta,"August 18-19, 2018",2017-18,Standard;Booster Draft,Tabletop,"Msida, Malta",,,1,Event
nationals-norway-2018,Nationals Norway 2018,Nationals - Norway,"August 18-19, 2018",2017-18,Standard;Booster Draft,Tabletop,"Oslo, Norway",,,1,Event
nationals-panama-2018,Nationals Panama 2018,Nationals - Panama,"August 18-19, 2018",2017-18,Standard;Booster Draft,Tabletop,"Panama City, Panama",,,1,Event
nationals-puerto-rico-2018,Nationals Puerto Rico 2018,Nationals - Puerto Rico,"August 18-19, 2018",2017-18,Standard;Booster Draft,Tabletop,"San Juan, Puerto Rico",,,1,Event
nationals-slovakia-2018,Nationals Slovakia 2018,Nationals - Slovakia,"August 18-19, 2018",2017-18,Standard;Booster Draft,Tabletop,"Bratislava, Slovakia",,,1,Event
nationals-sweden-2018,Nationals Sweden 2018,Nationals - Sweden,"August 18-19, 2018",2017-18,Standard;Booster Draft,Tabletop,"Gothenburg, Sweden",,,1,Event
nationals-switzerland-2018,Nationals Switzerland 2018,Nationals - Switzerland,"August 18-19, 2018",2017-18,Standard;Booster Draft,Tabletop,"Wettingen, Switzerland",,,1,Event
nationals-ukraine-2018,Nationals Ukraine 2018,Nationals - Ukraine,"August 18-19, 2018",2017-18,Standard;Booster Draft,Tabletop,"Kiev, Ukraine",,,1,Event
nationals-uruguay-2018,Nationals Uruguay 2018,Nationals - Uruguay,"August 18-19, 2018",2017-18,Standard;Booster Draft,Tabletop,"Montevideo, Uruguay",,,1,Event
grand-prix-brussels-2018,Grand Prix Brussels 2018,Grand Prix,"August 11-12, 2018",2017-18,Standard,Tabletop,"Brussels, Belgium",https://magic.wizards.com/en/events/coverage/gpbru18,,1,Event
grand-prix-orlando-2018,Grand Prix Orlando 2018,Grand Prix,"August 11-12, 2018",2017-18,Standard,Tabletop,"Orlando, Florida, United States",https://magic.wizards.com/en/events/coverage/gporl18,,1,Event
nationals-chile-2018,Nationals Chile 2018,Nationals - Chile,"August 11-12, 2018",2017-18,Standard;Booster Draft,Tabletop,"Santiago de Chile, Chile",,,1,Event
nationals-china-2018,Nationals China 2018,Nationals - China,"August 11-12, 2018",2017-18,Standard;Booster Draft,Tabletop,"Beijing, China",,,1,Event
nationals-hong-kong-2018,Nationals Hong Kong 2018,Nationals - Hong Kong,"August 11-12, 2018",2017-18,Standard;Booster Draft,Tabletop,"Hong Kong, Hong Kong",,,1,Event
nationals-ireland-2018,Nationals Ireland 2018,Nationals - Ireland,"August 11-12, 2018",2017-18,Standard;Booster Draft,Tabletop,"Dublin, Ireland",,,1,Event
nationals-new-zealand-2018,Nationals New Zealand 2018,Nationals - New Zealand,"August 11-12, 2018",2017-18,Standard;Booster Draft,Tabletop,"Wellington, New Zealand",,,1,Event
nationals-south-africa-2018,Nationals South Africa 2018,Nationals - South Africa,"August 11-12, 2018",2017-18,Standard;Booster Draft,Tabletop,South Africa,,,1,Event
nationals-south-korea-2018,Nationals South Korea 2018,Nationals - South Korea,"August 11-12, 2018",2017-18,Standard;Booster Draft,Tabletop,"Goyang, South Korea",,,1,Event
nationals-taiwan-2018,Nationals Taiwan 2018,Nationals - Taiwan,"August 11-12, 2018",2017-18,Standard;Booster Draft,Tabletop,"Taipei, Taiwan",,,1,Event
pro-tour-25-2018,Pro Tour 25th Anniversary,Pro Tour,"August 2-5, 2018",,Standard;Modern;Legacy,Tabletop,"Minneapolis, Minnesota, United States",https://web.archive.org/web/20180818143201/https://magic.wizards.com/en/events/coverage/pt25a,,3,Event
silver-showcase-minneapolis-2018,Silver Showcase,Silver Showcase,"August 2-5, 2018",,Rochester Draft,Tabletop,"Minneapolis, Milwaukee, United States",,,1,Event
pro-tour-team-series-2017-18,Pro Tour Team Series 2017-18,Pro Tour Team Series,"July 31, 2017 - September 23, 2018",,Standard;Modern;Legacy;Draft;Team Sealed,Tabletop,,https://magic.wizards.com/en/events/protour/teamseries/2017-18-leaderboard,,6,Event
grand-prix-minneapolis-2018,Grand Prix Minneapolis 2018,Grand Prix,"July 28-29, 2018",2017-18,Sealed Deck;Booster Draft,Tabletop,"Minneapolis, Minnesota, United States",https://magic.wizards.com/en/events/coverage/gpmin18,,1,Event
grand-prix-turin-2018,Grand Prix Turin 2018,Grand Prix,"July 28-29, 2018",2017-18,Sealed Deck;Booster Draft,Tabletop,"Turin, Italy",https://magic.wizards.com/en/events/coverage/gptur18,,1,Event
grand-prix-chiba-2018,Grand Prix Chiba 2018,Grand Prix,"July 21-22, 2018",2017-18,Sealed Deck;Booster Draft,Tabletop,"Chiba, Japan",https://magic.wizards.com/en/events/coverage/gpchi18,,1,Event
grand-prix-sacramento-2018,Grand Prix Sacramento 2018,Grand Prix,"July 21-22, 2018",2017-18,Sealed Deck;Booster Draft,Tabletop,"Sacramento, California, United States",https://magic.wizards.com/en/events/coverage/gpsac18,,1,Event
nationals-australia-2018,Nationals Australia 2018,Nationals - Australia,"July 21-22, 2018",2017-18,Standard;Booster Draft,Tabletop,"Canberra, Australia",https://www.facebook.com/mtgausnats/,,1,Event
nationals-austria-2018,Nationals Austria 2018,Nationals - Austria,"July 21-22, 2018",2017-18,Standard;Booster Draft,Tabletop,"Vienna, Austria",,,1,Event
nationals-dominican-republic-2018,Nationals Dominican Republic 2018,Nationals - Dominican Republic,"July 21-22, 2018",2017-18,Standard;Booster Draft,Tabletop,Dominican Republic,,,1,Event
nationals-france-2018,Nationals France 2018,Nationals - France,"July 21-22, 2018",2017-18,Standard;Booster Draft,Tabletop,"Muret, France",,,1,Event
nationals-indonesia-2018,Nationals Indonesia 2018,Nationals - Indonesia,"July 21-22, 2018",2017-18,Standard;Booster Draft,Tabletop,Indonesia,,,1,Event
nationals-netherlands-2018,Nationals Netherlands 2018,Nationals - Netherlands,"July 21-22, 2018",2017-18,Standard;Booster Draft,Tabletop,"Utrecht, Netherlands",,,1,Event
nationals-philippines-2018,Nationals Philippines 2018,Nationals - Philippines,"July 21-22, 2018",2017-18,Standard;Booster Draft,Tabletop,"Makati City, Philippines",,,1,Event
nationals-poland-2018,Nationals Poland 2018,Nationals - Poland,"July 21-22, 2018",2017-18,Standard;Booster Draft,Tabletop,"Warsaw, Poland",,,1,Event
nationals-portugal-2018,Nationals Portugal 2018,Nationals - Portugal,"July 21-22, 2018",2017-18,Standard;Booster Draft,Tabletop,"Lisbon, Portugal",,,1,Event
nationals-russia-2018,Nationals Russia 2018,Nationals - Russia,"July 21-22, 2018",2017-18,Standard;Booster Draft,Tabletop,"Moscow, Russia",,,1,Event
nationals-scotland-2018,Nationals Scotland 2018,Nationals - United Kingdom,"July 21-22, 2018",2017-18,Standard;Booster Draft,Tabletop,Scotland,,,1,Event
nationals-thailand-2018,Nationals Thailand 2018,Nationals - Thailand,"July 21-22, 2018",2017-18,Standard;Booster Draft,Tabletop,"Bangkok, Thailand",,,1,Event
nationals-wales-2018,Nationals Wales 2018,Nationals - United Kingdom,"July 21-22, 2018",2017-18,Standard;Booster Draft,Tabletop,"Cardiff, Wales",,,1,Event
grand-prix-sao-paulo-2018,Grand Prix Sao Paulo 2018,Grand Prix,"July 7-8, 2018",2017-18,Modern,Tabletop,"Sao Paulo, Brazil",https://magic.wizards.com/en/events/coverage/gpsao18,,1,Event
grand-prix-barcelona-2018,Grand Prix Barcelona 2018,Grand Prix,"June 30-July 1, 2018",2017-18,Modern,Tabletop,"Barcelona, Spain",https://magic.wizards.com/en/events/coverage/gpbar18,,1,Event
nationals-bulgaria-2018,Nationals Bulgaria 2018,Nationals - Bulgaria,"June 30-July 01, 2018",2017-18,Standard;Booster Draft,Tabletop,Bulgaria,,,1,Event
nationals-canada-2018,Nationals Canada 2018,Nationals - Canada,"June 30-July 1, 2018",2017-18,Standard;Booster Draft,Tabletop,Canada,,,1,Event
nationals-costa-rica-2018,Nationals Costa Rica 2018,Nationals - Costa Rica,"June 30-July 1, 2018",2017-18,Standard;Booster Draft,Tabletop,Costa Rica,,,1,Event
nationals-ecuador-2018,Nationals Ecuador 2018,Nationals - Ecuador,"June 30-July 1, 2018",2017-18,Standard;Booster Draft,Tabletop,Ecuador,,,1,Event
nationals-singapore-2018,Nationals Singapore 2018,Nationals - Singapore,"June 30-July 1, 2018",2017-18,Standard;Booster Draft,Tabletop,"Singapore, Singapore",,,1,Event
nationals-united-states-2018,Nationals United States 2018,Nationals - United States,"June 30-July 1, 2018",2017-18,Standard;Booster Draft,Tabletop,"Columbus, Ohio, United States",https://magic.wizards.com/en/events/coverage/2018natus,,1,Event
grand-prix-pittsburgh-2018,Grand Prix Pittsburgh 2018,Grand Prix,"June 23-24, 2018",2017-18,Standard,Tabletop,"Pittsburgh, Pennsylvania, United States",https://magic.wizards.com/en/events/coverage/gppit18,,1,Event
grand-prix-singapore-2018,Grand Prix Singapore 2018,Grand Prix,"June 23-24, 2018",2017-18,Standard,Tabletop,"Singapore, Singapore",https://magic.wizards.com/en/events/coverage/gpsin18,,1,Event
grand-prix-las-vegas-limited-2018,Grand Prix Las Vegas - Limited 2018,Grand Prix,"June 16-17, 2018",2017-18,Sealed Deck;Booster Draft,Tabletop,"Las Vegas, Nevada, United States",https://magic.wizards.com/en/events/coverage/gplv18-limited,,1,Event
grand-prix-las-vegas-modern-2018,Grand Prix Las Vegas - Modern 2018,Grand Prix,"June 15-16, 2018",2017-18,Modern,Tabletop,"Las Vegas, Nevada, United States",https://magic.wizards.com/en/events/coverage/gplv18-modern,,1,Event
grand-prix-copenhagen-2018,Grand Prix Copenhagen 2018,Grand Prix,"June 9-10, 2018",2017-18,Standard,Tabletop,"Copenhagen, Denmark",https://magic.wizards.com/en/events/coverage/gpcop18,,1,Event
pro-tour-dominaria-2018,Pro Tour Dominaria,Pro Tour,"June 1-3, 2018",,Draft;Standard,Tabletop,"Richmond, Virginia, United States",https://web.archive.org/web/20200330120612/https://magic.wizards.com/en/events/coverage/ptdom,,1,Event
grand-prix-washington-d-c-2018,Grand Prix Washington D.C. 2018,Grand Prix,"May 26-27, 2018",2017-18,Team Sealed Deck;Team Booster Draft,Tabletop,"Washington, D.C., United States",https://magic.wizards.com/en/events/coverage/gpdc18,,3,Event
grand-prix-toronto-teams-2018,Grand Prix Toronto - Teams 2018,Grand Prix,"May 19-20, 2018",2017-18,"Team Trios - Legacy, Modern, Standard",Tabletop,"Toronto, Canada",https://magic.wizards.com/en/events/coverage/gptor18-teams,,3,Event
grand-prix-birmingham-standard-2018,Grand Prix Birmingham - Standard 2018,Grand Prix,"May 12-13, 2018",2017-18,Standard,Tabletop,"Birmingham, United Kingdom",https://magic.wizards.com/en/events/coverage/gpbir18-standard,,1,Event
grand-prix-birmingham-legacy-2018,Grand Prix Birmingham - Legacy 2018,Grand Prix,"May 11-12, 2018",2017-18,Legacy,Tabletop,"Birmingham, United Kingdom",https://magic.wizards.com/en/events/coverage/gpbir18-legacy,,1,Event
eternal-championships-vintage-europe-2018,EU Vintage Championships 2018,Eternal Championships - Vintage,"May 6, 2018",2018,Vintage,Tabletop,"Paris, France",https://mtgdecks.net/Vintage/2018-eu-vintage-championship-paris-france-tournament-50789,,1,Event
eternal-championships-legacy-europe-2018,EU Legacy Championships 2018,Eternal Championships - Legacy,"May 5, 2018",2018,Legacy,Tabletop,"Paris, France",https://www.mtggoldfish.com/articles/this-week-in-legacy-european-eternal-weekend-and-scg-baltimore,,1,Event
grand-prix-beijing-2018,Grand Prix Beijing 2018,Grand Prix,"May 5-6, 2018",2017-18,Sealed Deck;Booster Draft,Tabletop,"Beijing, China",https://magic.wizards.com/en/events/coverage/gpbei18,,1,Event
grand-prix-dallas-fort-worth-2018,Grand Prix Dallas-Fort Worth 2018,Grand Prix,"May 5-6, 2018",2017-18,Sealed Deck;Booster Draft,Tabletop,"Fort Worth, Texas, United States",https://magic.wizards.com/en/events/coverage/gpdfw18/,,1,Event
grand-prix-bologna-2018,Grand Prix Bologna 2018,Grand Prix,"April 28-29, 2018",2017-18,Team Sealed Deck;Team Booster Draft,Tabletop,"Bologna, Italy",https://magic.wizards.com/en/events/coverage/gpbol18,,3,Event
grand-prix-columbus-2018,Grand Prix Columbus 2018,Grand Prix,"April 28-29, 2018",2017-18,Team Sealed Deck;Team Booster Draft,Tabletop,"Columbus, Ohio, United States",https://magic.wizards.com/en/events/coverage/gpcol18,,3,Event
grand-prix-hartford-2018,Grand Prix Hartford 2018,Grand Prix,"April 14-15, 2018",2017-18,Modern,Tabletop,"Hartford, Connecticut, United States",https://magic.wizards.com/en/events/coverage/gphar18/,,1,Event
grand-prix-sydney-2018,Grand Prix Sydney 2018,Grand Prix,"April 14-15, 2018",2017-18,Team Modern,Tabletop,"Sydney, Australia",https://magic.wizards.com/en/events/coverage/gpsyd18,,3,Event
grand-prix-seattle-standard-2018,Grand Prix Seattle - Standard 2018,Grand Prix,"April 7-8, 2018",2017-18,Standard,Tabletop,"Seattle, Washington, United States",https://magic.wizards.com/en/events/coverage/gpsea18-standard,,1,Event
grand-prix-seattle-legacy-2018,Grand Prix Seattle - Legacy 2018,Grand Prix,"April 6-7, 2018",2017-18,Legacy,Tabletop,"Seattle, Washington, United States",https://magic.wizards.com/en/events/coverage/gpsea18-legacy,,1,Event
grand-prix-amsterdam-2018,Grand Prix Amsterdam 2018,Grand Prix,"March 31-April 1, 2018",2017-18,Team Sealed Deck;Team Booster Draft,Tabletop,"Amsterdam, Netherlands",https://magic.wizards.com/en/events/coverage/gpams18,,3,Event
grand-prix-kyoto-2018,Grand Prix Kyoto 2018,Grand Prix,"March 24-25, 2018",2017-18,"Team Trios - Legacy, Modern, Standard",Tabletop,"Kyoto, Japan",https://magic.wizards.com/en/events/coverage/gpkyo18,,3,Event
grand-prix-phoenix-2018,Grand Prix Phoenix 2018,Grand Prix,"March 17-18, 2018",2017-18,Modern,Tabletop,"Phoenix, Arizona, United States",https://magic.wizards.com/en/events/coverage/gppho18,,1,Event
grand-prix-madrid-2018,Grand Prix Madrid 2018,Grand Prix,"March 10-11, 2018",2017-18,"Team Trios - Legacy, Modern, Standard",Tabletop,"Madrid, Spain",https://magic.wizards.com/en/events/coverage/gpmad18,,3,Event
grand-prix-santiago-2018,Grand Prix Santiago 2018,Grand Prix,"March 10-11, 2018",2017-18,Team Sealed Deck;Team Booster Draft,Tabletop,"Santiago de Chile, Chile",https://magic.wizards.com/en/events/coverage/gpsan18,,3,Event
magic-online-championship-2017,2017 Magic Online Championship,Mocs,"March 2-4, 2018",,Draft;Modern,Magic Online,"Seattle, Washington, United States",https://magic.wizards.com/en/events/coverage/mtgochamp17,,1,Event
grand-prix-memphis-2018,Grand Prix Memphis 2018,Grand Prix,"February 24-25, 2018",2017-18,Standard,Tabletop,"Memphis, Tennessee, United States",https://magic.wizards.com/en/events/coverage/gpmem18,,1,Event
grand-prix-lyon-2018,Grand Prix Lyon 2018,Grand Prix,"February 17-18, 2018",2017-18,Modern,Tabletop,"Lyon, France",https://magic.wizards.com/en/events/coverage/gplyo18,,1,Event
grand-prix-toronto-modern-2018,Grand Prix Toronto - Modern 2018,Grand Prix,"February 10-11, 2018",2017-18,Modern,Tabletop,"Toronto, Canada",https://magic.wizards.com/en/events/coverage/gptor18,,1,Event
pro-tour-rivals-of-ixalan-2018,Pro Tour Rivals of Ixalan,Pro Tour,"February 2-4, 2018",,Draft;Modern,Tabletop,"Bilbao, Spain",https://web.archive.org/web/20180218034347/https://magic.wizards.com/en/events/coverage/ptrix,,1,Event
grand-prix-houston-2018,Grand Prix Houston 2018,Grand Prix,"January 27-28, 2018",2017-18,Sealed Deck;Booster Draft,Tabletop,Houston,https://magic.wizards.com/en/events/coverage/gphou18,,1,Event
grand-prix-london-2018,Grand Prix London 2018,Grand Prix,"January 27-28, 2018",2017-18,Sealed Deck;Booster Draft,Tabletop,"London, United Kingdom",https://magic.wizards.com/en/events/coverage/gplon18,,1,Event
grand-prix-indianapolis-2018,Grand Prix Indianapolis 2018,Grand Prix,"January 20-21, 2018",2017-18,Team Sealed Deck;Team Booster Draft,Tabletop,"Indianapolis, Indiana, United States",https://magic.wizards.com/en/events/coverage/gpind18,,3,Event
grand-prix-santa-clara-2018,Grand Prix Santa Clara 2018,Grand Prix,"January 6-7, 2018",2017-18,"Team Trios - Legacy, Modern, Standard",Tabletop,"Santa Clara, California, United States",https://magic.wizards.com/en/events/coverage/gpsc18,,3,Event
grand-prix-new-jersey-limited-2017,Grand Prix New Jersey - Limited 2017,Grand Prix,"December 16-17, 2017",2017-18,Sealed Deck;Booster Draft,Tabletop,"Secaucus, New Jersey, United States",https://magic.wizards.com/en/events/coverage/gpnj17-2,,1,Event
grand-prix-singapore-2017,Grand Prix Singapore 2017,Grand Prix,"December 16-17, 2017",2017-18,Sealed Deck;Booster Draft,Tabletop,"Singapore, Singapore",https://magic.wizards.com/en/events/coverage/gpsin17,,1,Event
grand-prix-madrid-2017,Grand Prix Madrid 2017,Grand Prix,"December 9-10, 2017",2017-18,Team Modern,Tabletop,"Madrid, Spain",https://magic.wizards.com/en/events/coverage/gpmad17,,3,Event
grand-prix-oklahoma-city-2017,Grand Prix Oklahoma City 2017,Grand Prix,"December 9-10, 2017",2017-18,Modern,Tabletop,"Oklahoma City, Oklahoma, United States",https://magic.wizards.com/en/events/coverage/gpokc17,,1,Event
world-magic-cup-2017,World Magic Cup 2017,WMC,"December 1-3, 2017",,Team Sealed;Team Unified Standard,Tabletop,"Nice, France",https://magic.wizards.com/en/events/coverage/2017WMC,,3,Event
grand-prix-lyon-2017,Grand Prix Lyon 2017,Grand Prix,"November 25-26, 2017",2017-18,Team Sealed Deck;Team Booster Draft,Tabletop,"Lyon, France",https://magic.wizards.com/en/events/coverage/gplyo17,,3,Event
grand-prix-portland-2017,Grand Prix Portland 2017,Grand Prix,"November 18-19, 2017",2017-18,Standard,Tabletop,"Portland, Oregon, United States",https://magic.wizards.com/en/events/coverage/gppor17,,1,Event
grand-prix-atlanta-2017,Grand Prix Atlanta 2017,Grand Prix,"November 11-12, 2017",2017-18,Standard,Tabletop,"Atlanta, Georgia, United States",https://magic.wizards.com/en/events/coverage/gpatl17,,1,Event
grand-prix-shanghai-2017,Grand Prix Shanghai 2017,Grand Prix,"November 11-12, 2017",2017-18,Standard,Tabletop,"Shanghai, China",https://magic.wizards.com/en/events/coverage/gpsha17,,1,Event
grand-prix-warsaw-2017,Grand Prix Warsaw 2017,Grand Prix,"November 11-12, 2017",2017-18,Standard,Tabletop,"Warsaw, Poland",https://magic.wizards.com/en/events/coverage/gpwar17,,1,Event
pro-tour-ixalan-2017,Pro Tour Ixalan,Pro Tour,"November 3-5, 2017",,Draft;Standard,Tabletop,"Albuquerque, New Mexico, United States",https://web.archive.org/web/20171203142919/https://magic.wizards.com/en/events/coverage/ptxln,,1,Event
eternal-championships-legacy-north-america-2017,North America Legacy Championships 2017,Eternal Championships - Legacy,"October 29-30, 2017",2017,Legacy,Tabletop,Unknown,https://www.eternalcentral.com/legacychamps2017/,,1,Event
grand-prix-hong-kong-2017,Grand Prix Hong kong 2017,Grand Prix,"October 28-29, 2017",2017-18,Sealed Deck;Booster Draft,Tabletop,Hong kong,https://magic.wizards.com/en/events/coverage/gphk17,,1,Event
grand-prix-liverpool-2017,Grand Prix Liverpool 2017,Grand Prix,"October 28-29, 2017",2017-18,Sealed Deck;Booster Draft,Tabletop,"Liverpool, United Kingdom",https://magic.wizards.com/en/events/coverage/gpliv17,,1,Event
grand-prix-phoenix-2017,Grand Prix Phoenix 2017,Grand Prix,"October 28-29, 2017",2017-18,Sealed Deck;Booster Draft,Tabletop,"Phoenix, Arizona, United States",https://magic.wizards.com/en/events/coverage/gppho17,,1,Event
eternal-championships-vintage-north-america-2017,North America Vintage Championships 2017,Eternal Championships - Vintage,"October 20-21, 2017",2017,Vintage,Tabletop,Unknown,https://www.eternalcentral.com/vintagechamps2017/,,1,Event
nationals-brazil-2017,Nationals Brazil 2017,Nationals - Brazil,"October 14-15, 2017",2016-17,Standard;Booster Draft,Tabletop,"Sao Paulo, Brazil",https://magic.wizards.com/en/articles/archive/nationals-top-8-decklists/brazil-2017-10-15,,1,Event
nationals-canada-2017,Nationals Canada 2017,Nationals - Canada,"October 14-15, 2017",2016-17,Standard;Booster Draft,Tabletop,"Mississaugo, Canada",https://magic.wizards.com/en/articles/archive/nationals-top-8-decklists/canada-2017-10-15,,1,Event
nationals-chile-2017,Nationals Chile 2017,Nationals - Chile,"October 14-15, 2017",2016-17,Standard;Booster Draft,Tabletop,"Santiago de Chile, Chile",https://magic.wizards.com/en/articles/archive/nationals-top-8-decklists/chile-2017-10-15,,1,Event
nationals-guatemala-2017,Nationals Guatemala 2017,Nationals - Guatemala,"October 14-15, 2017",2016-17,Standard;Booster Draft,Tabletop,"Guatemala City, Guatemala",https://magic.wizards.com/en/articles/archive/nationals-top-8-decklists/guatemala-2017-10-15,,1,Event
nationals-ireland-2017,Nationals Ireland 2017,Nationals - Ireland,"October 14-15, 2017",2016-17,Standard;Booster Draft,Tabletop,"Dublin, Ireland",https://magic.wizards.com/en/articles/archive/nationals-top-8-decklists/ireland-2017-10-15,,1,Event
nationals-italy-2017,Nationals Italy 2017,Nationals - Italy,"October 14-15, 2017",2016-17,Standard;Booster Draft,Tabletop,"Bologna, Italy",https://magic.wizards.com/en/articles/archive/nationals-top-8-decklists/italy-2017-10-15,,1,Event
nationals-malaysia-2017,Nationals Malaysia 2017,Nationals - Malaysia,"October 14-15, 2017",2016-17,Standard;Booster Draft,Tabletop,"Selangor, Malaysia",https://magic.wizards.com/en/articles/archive/nationals-top-8-decklists/malaysia-2017-10-15,,1,Event
nationals-norway-2017,Nationals Norway 2017,Nationals - Norway,"October 14-15, 2017",2016-17,Standard;Booster Draft,Tabletop,"Oslo, Norway",https://magic.wizards.com/en/articles/archive/nationals-top-8-decklists/norway-2017-10-15,,1,Event
nationals-poland-2017,Nationals Poland 2017,Nationals - Poland,"October 14-15, 2017",2016-17,Standard;Booster Draft,Tabletop,"Pruszkow, Poland",,,1,Event
nationals-romania-2017,Nationals Romania 2017,Nationals - Romania,"October 14-15, 2017",2016-17,Standard;Booster Draft,Tabletop,"Targu Mures, Romania",https://magic.wizards.com/en/articles/archive/nationals-top-8-decklists/romania-2017-10-15,,1,Event
nationals-serbia-2017,Nationals Serbia 2017,Nationals - Serbia,"October 14-15, 2017",2016-17,Standard;Booster Draft,Tabletop,"Belgrade, Serbia",https://magic.wizards.com/en/articles/archive/nationals-top-8-decklists/serbia-2017-10-15,,1,Event
nationals-singapore-2017,Nationals Singapore 2017,Nationals - Singapore,"October 14-15, 2017",2016-17,Standard;Booster Draft,Tabletop,"Singapore, Singapore",https://magic.wizards.com/en/articles/archive/nationals-top-8-decklists/singapore-2017-10-15,,1,Event
nationals-south-korea-2017,Nationals South Korea 2017,Nationals - South Korea,"October 14-15, 2017",2016-17,Standard;Booster Draft,Tabletop,"Seoul, South Korea",https://magic.wizards.com/en/articles/archive/nationals-top-8-decklists/southkorea-2017-10-15,,1,Event
nationals-spain-2017,Nationals Spain 2017,Nationals - Spain,"October 14-15, 2017",2016-17,Standard;Booster Draft,Tabletop,"Sevilla, Spain",https://magic.wizards.com/en/articles/archive/nationals-top-8-decklists/spain-2017-10-15,,1,Event
nationals-united-states-2017,Nationals United States 2017,Nationals - United States,"October 14-15, 2017",2016-17,Standard;Booster Draft,Tabletop,"Richmond, Virginia, United States",https://magic.wizards.com/en/events/coverage/2017natus,,1,Event
pro-tour-team-series-2016-17,Pro Tour Team Series 2016-17,Pro Tour Team Series,"October 14, 2016 - October 8, 2017",,Standard;Draft;Team Sealed,Tabletop,,https://magic.wizards.com/en/events/protour/teamseries/2016-17-leaderboard,,6,Event
world-championships-2017,2017 World Championships,World Championships,"October 6-8, 2017",,Draft;Standard,Tabletop,"Boston, Massachusetts, United States",https://magic.wizards.com/en/events/coverage/2017wc,,1,Event
